unnamed:_0,unnamed:_1,unnamed:_2,sheet_name,source_file,document_type,order_no,count,date,supp_ref,supp_name,can_ord,item_code,item,description,quantity,ord_cost,grn_qty,grn_cost,inv_qty,return_qty
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022042.0,1.0,,800105,AGAH MARKETING AND PROJECTS,,,128400,BROTHER DR 3405,15.0,37462.2,15.0,37462.2,15.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022043.0,1.0,,800105,AGAH MARKETING AND PROJECTS,,,128425,BROTHER TN3437,15.0,31320.0,15.0,31320.0,15.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022044.0,1.0,,800081,TENACIOUS INNOVATORS,,,201553,BREAKERS SF3G3 60A CURVE 1 ORA,20.0,24000.0,20.0,24000.0,20.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022045.0,1.0,,800081,TENACIOUS INNOVATORS,,,201561,BREAKERS SF3G3 80A CURVEI ORAN,20.0,36000.0,20.0,36000.0,20.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022046.0,1.0,,800081,TENACIOUS INNOVATORS,,,201588,BREAKERS SF3G3 60A WHITE,20.0,18720.0,20.0,18720.0,20.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022047.0,1.0,,800081,TENACIOUS INNOVATORS,,,201596,BREAKERS SF3G3 80A WHITE,20.0,48000.0,20.0,48000.0,20.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022048.0,1.0,,800081,TENACIOUS INNOVATORS,,,201618,BREAKERS SF3G3 45A CURVE 1 ORA,40.0,48000.0,40.0,48000.0,40.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022050.0,1.0,,800081,TENACIOUS INNOVATORS,,,201626,BREAKERS SF3G3 45A WHITE,40.0,37440.0,40.0,37440.0,40.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022051.0,1.0,,401438,NATHINTLE TRADING (PTY),,,205753,READY BOARDS C/W BULK HEAD FIT,300.0,306000.0,300.0,306000.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022052.0,1.0,,830057,KGOSIETSILE PROJECTS (PTY) LTD,,,214981,PIERCING CONNEC PC3WP2F,2000.0,179400.0,2000.0,179400.0,2000.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022053.0,1.0,,830057,KGOSIETSILE PROJECTS (PTY) LTD,,,215023,CONNECTORS P211 10-25MM,1500.0,37260.0,1500.0,37260.0,1500.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022054.0,1.0,,830057,KGOSIETSILE PROJECTS (PTY) LTD,,,215082,STRAIN ASSEMBLY EAS 54-10 L.V.,300.0,25668.0,300.0,25668.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022055.0,1.0,,404158,MTHATOS TRADING AND PROJECTS (PTY) LTD,,,267382,WEED KILLER,1250.0,251202.5,1250.0,251202.5,1250.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022057.0,1.0,,259421,TLATLAMACHOLLO 78 AND EVENTS (PTY) LTD,CAN,,106232,PAPER ROLLS: THERMAL ROLLS,5000.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022058.0,1.0,,802041,GLANLICIOUS TRADING ENTERPRISE,,,103004,ENVELOPES MANILLA 220X110MM WI,350.0,71617.0,350.0,71617.0,350.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022059.0,1.0,,802041,GLANLICIOUS TRADING ENTERPRISE,,,103136,ENVELOPES K/S MANILLA 381 X 25,7500.0,8734.8,7500.0,8734.8,7500.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022060.0,1.0,,800975,BLACK BIRD TRADING 206 CC,CAN,,204684,FUSES JOS STRIKER PIN 20A SHOR,30.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022061.0,1.0,,800975,BLACK BIRD TRADING 206 CC,CAN,,204706,FUSES JOS STRIKER PIN 30A SHOR,45.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022062.0,1.0,,800975,BLACK BIRD TRADING 206 CC,CAN,,204721,JOS FUSES STRIKER PIN 40 AMP,45.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022063.0,1.0,,800975,BLACK BIRD TRADING 206 CC,CAN,,204722,FUSES JOS STRIKER PIN 45A SHOR,45.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022064.0,1.0,,800975,BLACK BIRD TRADING 206 CC,CAN,,204723,JOS FUSES STRIKER PIN 50 AMPS,45.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022065.0,1.0,,800975,BLACK BIRD TRADING 206 CC,CAN,,204757,FUSES JOS STRIKER PIN 63A SHOR,45.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022066.0,1.0,,407077,LEANOLELEAGO,CAN,,103721,FILES A4 LEVER ARCH,1000.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022067.0,1.0,,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,CAN,,201812,CHOKES AME 400 WATT,50.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022068.0,1.0,,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,CAN,,205532,INSULLATORS PIN 11 KV,500.0,106848.0,318.0,106848.0,318.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022069.0,1.0,,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,CAN,,215114,lv stay m12x1.5,300.0,107640.0,300.0,107640.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022070.0,1.0,,840062,BOITUMELO PADI BUSINESS SOLUTIONS (PTY) LTD,CAN,,260589,stay,100.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022071.0,1.0,,811100,GOE TRADING,,,100135,BANDS RUBBERS SIZE 38,400.0,5116.0,400.0,5116.0,400.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022072.0,1.0,,811100,GOE TRADING,,,105511,EKSAMENBLOKKE,300.0,2436.0,300.0,2436.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022073.0,1.0,,811100,GOE TRADING,,,105864,PRITT,200.0,6194.0,200.0,6194.0,200.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022075.0,1.0,,811100,GOE TRADING,,,105937,PENS BALL POINT BLUE RED & BLA,5000.0,23200.0,5000.0,23200.0,5000.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022076.0,1.0,,811100,GOE TRADING,,,108250,SIGN HERE STICKERS,200.0,8628.0,200.0,8628.0,200.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022077.0,1.0,,811100,GOE TRADING,,,108464,PRESTIK 100G,150.0,2488.5,150.0,2488.5,150.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022078.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,7693.5,1.0,7693.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022079.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,124119.5,1.0,124119.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022080.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,314962.0,1.0,314962.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022081.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,21252.0,1.0,21252.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022082.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,37352.0,1.0,37352.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022083.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,12512.0,1.0,12512.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022084.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,12592.5,1.0,12592.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022089.0,1.0,,930000,MAUPA MANAGE TRADING ENTERPRISE,CAN,,201409,100 amp tripple pole c/b qf3 w,25.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022091.0,1.0,,930000,MAUPA MANAGE TRADING ENTERPRISE,CAN,,201413,BREAKERS TRIP.POLE 150A 25KA,30.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022092.0,1.0,,930000,MAUPA MANAGE TRADING ENTERPRISE,CAN,,201421,BREAKERS TRIP.POLE_200A 25KA,30.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022093.0,1.0,,300016,IMPALA PANEL BEATERS,,,EXCESS,excess payable for replacement,1.0,5000.0,1.0,5000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022094.0,1.0,,300016,IMPALA PANEL BEATERS,,,EXCESS,excess payable for replacement,1.0,5000.0,1.0,5000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022107.0,1.0,,812143,PHAKAMANI TRADER,,,124607,TRANSPORT,1.0,4500.0,1.0,4500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022108.0,1.0,,812143,PHAKAMANI TRADER,,,203031,TENT,1.0,5250.0,1.0,5250.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022109.0,1.0,,812143,PHAKAMANI TRADER,,,262565,TOILETS,3.0,11700.0,3.0,11700.0,3.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022110.0,1.0,,830103,LEPHENE PROJECTS (PTY)LTD,CAN,,201375,BREAKERS 63 AMP CURVE 1 ORANGE,420.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022111.0,1.0,,830103,LEPHENE PROJECTS (PTY)LTD,CAN,,201376,BREAKERS 63 A SF1-G3 CURVE2S/P,420.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022113.0,1.0,,830103,LEPHENE PROJECTS (PTY)LTD,CAN,,201529,BREAKERS 80A CUR.1 ORANGE,240.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022114.0,1.0,,830103,LEPHENE PROJECTS (PTY)LTD,CAN,,201530,BREAKERS 80A SF1-G3 CURVE2 S/P,240.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022115.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,CAN,,204676,FUSES JOS STRIKER PIN 20A LONG,30.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022116.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,CAN,,204692,FUSES JOS STRIKER PIN 30A LONG,30.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022117.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,CAN,,204693,FUSES JOS STRIKERPIN 31.5ABIG,30.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022118.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,CAN,,204714,FUSES JOS STRIKER PIN 45A LONG,30.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022119.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,CAN,,204749,FUSES JOS STRIKER PIN 63A LONG,30.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022120.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,CAN,,204765,FUSES JOS STRIKER PIN 100A LON,15.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022121.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,CAN,,204766,FUSES JOSSTRIKER PIN 90A BIG,15.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022122.0,1.0,,403093,SHUBA MODUPI TRADING CC TA SMT,,,202061,CLAMPS LINE 5/8 150mm,640.0,99840.0,640.0,99840.0,640.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022123.0,1.0,,403093,SHUBA MODUPI TRADING CC TA SMT,,,202215,CLAMPS LINE NO 2 35mm,1000.0,50400.0,1000.0,50400.0,1000.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022124.0,1.0,,403093,SHUBA MODUPI TRADING CC TA SMT,,,202266,CLAMPS LINE NO 3 70mm,1000.0,90000.0,1000.0,90000.0,1000.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022125.0,1.0,,900002,MOEMEDI CREATIONS (PTY) LTD,CAN,,202274,MAGNETIC CONTACTORS,300.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022126.0,1.0,,900002,MOEMEDI CREATIONS (PTY) LTD,CAN,,202363,CONTACTORS MITSIBUSHI 5K 62A,100.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022127.0,1.0,,840091,PRACTICON TRADING AND ENTERPRISE,CAN,,213845,WIRE PVC 10 MM_RED& BLACK,160.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022128.0,1.0,,259421,TLATLAMACHOLLO 78 AND EVENTS (PTY) LTD,CAN,,213691,WIRE PVC 1.5 MM(RED & BLACK),180.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022130.0,1.0,,259421,TLATLAMACHOLLO 78 AND EVENTS (PTY) LTD,CAN,,213747,WIRE PVC 2.5 MM_RED& BLACK,80.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022131.0,1.0,,259421,TLATLAMACHOLLO 78 AND EVENTS (PTY) LTD,CAN,,213748,WIRE PVC 4 MM,100.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022132.0,1.0,,802041,GLANLICIOUS TRADING ENTERPRISE,,,215109,STEEL WIRE,20.0,60000.0,20.0,60000.0,20.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022133.0,1.0,,802041,GLANLICIOUS TRADING ENTERPRISE,,,215113,hv stay m20x2m,50.0,31200.0,50.0,31200.0,50.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022134.0,1.0,,802041,GLANLICIOUS TRADING ENTERPRISE,,,215114,lv stay m12x1.5,300.0,107640.0,300.0,107640.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022135.0,1.0,,802041,GLANLICIOUS TRADING ENTERPRISE,,,260590,pigtail bolts m16x340,300.0,23400.0,300.0,23400.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022136.0,1.0,,145145,KHUWAIT HOLDINGS JV TLOPO CONSTRUCTION,,,126696,REPAIR,1.0,733200.29,1.0,733200.29,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022137.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,B000000099,BATTERY,2.0,5100.2,2.0,5100.2,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022138.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,2.0,9720.39,2.0,9720.39,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022139.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,4.0,4970.2,4.0,4970.2,4.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022140.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,480.02,1.0,480.02,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022141.0,1.0,,800979,SENNES GENERAL TRADING,,,129683,supply and application of new,1.0,198700.0,1.0,198700.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022142.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,170552,hire,2.0,123165.0,2.0,123165.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022143.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,204591,hire,3.0,99360.0,3.0,99360.0,3.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022144.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,215231,hire,8.0,281520.0,8.0,281520.0,8.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022146.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,275718,hire,6.0,192510.0,6.0,192510.0,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022147.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,170552,hire,1.0,61582.5,1.0,61582.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022148.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,204591,hire,1.0,33120.0,1.0,33120.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022149.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,215231,hire,5.0,183712.5,5.0,183712.5,5.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022150.0,1.0,,910033,TLOTLO MANQOBA SOLUTIONS (PTY) LTD,,,EXCESS,excess payable for replacement,2.0,50000.0,3.0,75000.0,3.0,1.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022151.0,1.0,,910033,TLOTLO MANQOBA SOLUTIONS (PTY) LTD,,,REPAIRS,repair council property,1.0,35210.7,2.0,70421.4,2.0,1.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022152.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,170552,hire,32.0,224189.28,32.0,224189.28,32.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022153.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,204591,hire,66.0,218592.0,66.0,218592.0,66.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022154.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,215231,hire,30.0,110227.5,30.0,110227.5,30.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022155.0,1.0,,400263,@ OFFICE WORLD,,,198990,CHAIR,6.0,13770.0,6.0,13770.0,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022156.0,1.0,,400263,@ OFFICE WORLD,,,205733,HIGHBACK CHAIRS WITH ARMS,1.0,3345.0,1.0,3345.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022157.0,1.0,,400263,@ OFFICE WORLD,,,213984,SLIDING DOOR,1.0,2855.0,1.0,2855.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022158.0,1.0,,400263,@ OFFICE WORLD,,,220910,TABLE,1.0,4146.0,1.0,4146.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022159.0,1.0,,400263,@ OFFICE WORLD,,,229723,DESK,1.0,4335.0,1.0,4335.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022160.0,1.0,,400263,@ OFFICE WORLD,,,232561,LINK 750X800 VALUE LINE MELAMI,1.0,582.0,1.0,582.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022161.0,1.0,,109045,WESTERN BAZAARS (PTY) LTD,,,289506,water dispenser,1.0,3500.0,1.0,3500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022162.0,1.0,,109045,WESTERN BAZAARS (PTY) LTD,,,B000001009,BAR FRIDGE,1.0,9864.0,1.0,9864.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022163.0,1.0,,403081,REMMOGO RETLOTLEGEILE HOLDINGS AND TRADINGS(PTY)LT,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022164.0,1.0,,403081,REMMOGO RETLOTLEGEILE HOLDINGS AND TRADINGS(PTY)LT,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022165.0,1.0,,404016,MAMOKOMANE FUNERAL PARLOUR,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022166.0,1.0,,404016,MAMOKOMANE FUNERAL PARLOUR,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022167.0,1.0,,530011,MBOROMANE TRADING,,,166549,SUPPLY,1.0,163855.0,1.0,163855.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022168.0,1.0,,812139,LEMA ENTERPRISE,,,280755,GRADER BLADES 7',10.0,29980.0,10.0,29980.0,10.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022169.0,1.0,,820024,T PONYA ENTERPRISE CONSULTING (PTY) LTD,,,609639,OIL 80W-90GL4GEARBOX,420.0,29999.9994,420.0,29999.9994,420.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022170.0,1.0,,400263,@ OFFICE WORLD,,,110930,PLOTTER ROLL PPC BOND 841X50,9.0,1781.64,9.0,1781.64,9.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022171.0,1.0,,400263,@ OFFICE WORLD,,,183691,SCISSOR SABRE,6.0,126.0,6.0,126.0,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022172.0,1.0,,400263,@ OFFICE WORLD,,,259291,CALCULATOR 12DIGIT 4606,6.0,1540.2,6.0,1540.2,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022173.0,1.0,,400263,@ OFFICE WORLD,,,284469,STAPLER REMOVER,6.0,120.0,6.0,120.0,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022174.0,1.0,,870007,MMINI JOHANNES MOOKA,CAN,,EXCESS,excess payable for replacement,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022175.0,1.0,,870007,MMINI JOHANNES MOOKA,CAN,,EXCESS ADD,additional excess,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022176.0,1.0,,870007,MMINI JOHANNES MOOKA,CAN,,REPLACE,replace stolen property,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022177.0,1.0,,404046,POPZITO TRADING (PTY) LTD,,,EXCESS,excess payable for replacement,1.0,17319.99,1.0,17319.99,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022178.0,1.0,,890013,ORANJE TOYOTA KLERKSDORP,CAN,,EXCESS,excess payable for replacement,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022179.0,1.0,,840007,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,,,EXCESS,excess payable for replacement,1.0,2500.0,1.0,2500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022180.0,1.0,,840007,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,,,EXCESS ADD,additional excess,1.0,4060.0,1.0,4060.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022181.0,1.0,,840007,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,,,REPLACE,replace stolen property,1.0,11540.0,1.0,11540.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022182.0,1.0,,820089,S A MOTSIRI TRADING (PTY) LTD,,,272556,WEEDEATER LINE 2.5MM,40.0,29800.0,40.0,29800.0,40.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1022183.0,1.0,,830009,NTLEBI GOODHOPE TRADING ENTERPRISE (PTY) LTD,CAN,,C000002044,CHAIRS,12.0,0.0,0.0,0.0,0.0,0.0
